 ,XM,YM
1,577.081,579.919
2,858.580,579.909
3,561.339,585.205
4,874.446,585.284
5,598.065,585.717
6,837.561,585.652
7,607.867,603.310
8,828.000,603.375
9,548.735,606.153
10,887.096,606.202
11,596.500,625.685
12,839.226,625.629
13,563.269,627.797
14,872.478,627.833
